Timestamp,How long have you been using Haskell?,Sample Question 2,How would you characterize your use of Haskell today?,What is the status of Haskell in your workplace?,What is the status of Haskell in your workplace?,In which domain(s) are you using Haskell?,Which environment(s) do you use to work with Haskell?,"What language was your primary language just prior to adopting Haskell – or, if Haskell is not your primary language now, what is that primary language?","If Haskell disappeared tomorrow, what language(s) might you use as a ""replacement""?",How would you rate the following qualities of Haskell libraries? [Documentation],How would you rate the following qualities of Haskell libraries? [Test coverage],How would you rate the following qualities of Haskell libraries? [Performance],How would you rate the following qualities of Haskell libraries? [Integration with other libraries],How would you rate the following qualities of Haskell libraries? [Cross platform compatility],How would you rate the following qualities of Haskell libraries? [API stability],How would you rate the following qualities of Haskell libraries? [Ease of use],How would you rate the following qualities of Hackage? [Number of libraries],How would you rate the following qualities of Hackage? [Overall quality of libraries],How would you rate the following qualities of Hackage? [Ease of finding a library for a given task],Reasoning about the performance of Haskell programs is...,What would help you most when reasoning about the performance of your Haskell programs?,How would you rate the following qualities of Hackage? [Ease of judging the quality of a library],What do you think is Haskell's most glaring weakness / blind spot / problem?,How would you rate the following qualities of Hackage? [Likelihood that a library will build on your machine]
7/18/2011 20:30:12,4 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in non-production activities,"""Big Data"": Hadoop etc, ""NoSQL"" usage, Math / data analysis, System administration, Compilers / interpreters","vi, Command line REPL","C++, Java, SML","Scala, Agda",4,1,4,3,3,3,4,3,4,3,3,"Better static analysis tools (e.g. linters), IDE",1,"Lack of IDE support. Although I'm not an IDE user, the features that languages with good IDE support have are comprehensive.",3
7/18/2011 20:55:55,5+ years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Commercial products, Web development, Finance, Compilers / interpreters",vi,"C, Lua",O'Caml,4,3,3,4,3,2,3,5,4,4,4,Better run-time analysis tools (e.g. profilers),2,laziness by default,2
7/18/2011 21:23:57,Weeks,,"I use it for serious ""hobby"" projects., I use it at work.",,"I'm lobbying to have it be ""endorsed""","""NoSQL"" usage, Web development",Emacs / haskell-mode,Scala,Scala,3,3,5,3,3,3,2,5,,3,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,Example apps.,1
7/18/2011 21:33:17,3 years,,I'm just tinkering.,,It's used secretly,"Math / data analysis, Open source projects, System administration, Compilers / interpreters",Emacs / haskell-mode,"C, C++, Python",C++,4,1,3,2,1,3,2,4,2,4,4,Better run-time analysis tools (e.g. profilers),2,,3
7/18/2011 21:34:05,Months,,"I'm just tinkering., I use it at work.",,It's endorsed and used in production applications,"Commercial products, Web development",Emacs / haskell-mode,"C, Python, Ruby",,2,3,3,3,3,2,2,3,3,2,5,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,"In my paid work with Haskell, I've found that most of my work is around not being able to reason about performance.

That, however, may be because of lack of experience and knowledge of the language.


As a hobby, I found educational material about library features that are supposed to be common knowledge - Applicative, for example - lacking.


But why do closing thoughts have to be negative?

Haskell is awesome!",4
7/18/2011 22:12:57,Months,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Graphics / art, Math / data analysis, Network programming, Open source projects, RDBMS programming, System administration, Thick clients: GTK etc, Web development, Embedded","vi, Command line REPL","Erlang, Ruby","C, C++, Erlang, O'Caml, Ruby",3,3,5,4,4,4,4,5,4,4,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",4,"Some of the cruft from ancient history, such as Monad not being a subclass of Pointed, Monad having “fail” and pure Prelude functions using exceptions would be nice to get fixed. Not that any of that is really a problem, just a wart.

It would be nice to have a sufficiently powerful macro/metaprogramming system that is considerably nicer than TH (to the programmer who has to implement the generation of the AST).

(Haskell is also missing PHP’s excellent Magic Quotes functionality.)",4
7/18/2011 22:30:21,5+ years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's used secretly,"Commercial products, Math / data analysis, Compilers / interpreters","Leksah, Notepad++",C#,"Erlang, F#, O'Caml, Scala",4,3,4,2,3,3,5,5,4,4,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,"- easy to use debugger;
- CLR/JVM/JavaScript backends",4
7/18/2011 22:35:18,4 years,,"I use it for serious ""hobby"" projects.",,It's used secretly,Finance,"Gedit, context",cobol,,2,2,,3,4,3,3,5,4,3,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties), More time to study the issue",2,,4
7/18/2011 22:49:31,5+ years,,"I use it for serious ""hobby"" projects.",,It's used secretly,Compilers / interpreters,vi,Common Lisp,"Go, Scala",5,4,3,3,4,4,3,3,2,2,3,"Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",1,,4
7/18/2011 22:52:18,5+ years,,"I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Commercial services, Math / data analysis, Web development, Finance",vi,"C, C++, C#, Java",agda,3,2,4,4,4,4,4,3,,3,4,Better run-time analysis tools (e.g. profilers),2,My major concerns are with runtime analysis. I find it difficult to get the stack when the head of an empty list is requested or to infer by profiling which part of a program is retaining memory which should be freed.,3
7/18/2011 22:53:11,Months,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,It's endorsed and used in non-production activities,Web development,vi,Ruby,Erlang,2,2,4,3,4,4,2,5,4,3,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,"Documented examples and documentation. I can't tell how many times as a noob I've looked up the docs for a project and had no idea what module contained the tools to get things done. If I did manage to find that module, I often can't figure out a practical example of using the functions it exports. This is a huge barrier for entry for me coming from Ruby. While Rubyists usually neglect docs, the examples are usually quite good.",4
7/18/2011 23:12:03,3 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's used secretly,Compilers / interpreters,Emacs / haskell-mode,"C++, Java, Python",Scala,,,,,,,,,,,3,Better run-time analysis tools (e.g. profilers),,,
7/18/2011 23:14:00,Months,,I'm just tinkering.,,,"""NoSQL"" usage, Math / data analysis, Open source projects, System administration, Web development, Compilers / interpreters","Emacs / haskell-mode, Command line REPL","C++, Python",Python,4,3,4,5,,,3,4,4,5,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",4,,3
7/18/2011 23:35:19,3 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's endorsed and used in non-production activities,Math / data analysis,vi,Java,,3,3,5,4,4,4,5,4,4,4,1,Better run-time analysis tools (e.g. profilers),4,Distro support.  Ubuntu's pretty out of date until I manually use cabal.,4
7/18/2011 23:43:56,1 year,,"I use it for serious ""hobby"" projects., I use it for my studies.",,"I'm lobbying to have it be ""endorsed""","Math / data analysis, Thick clients: GTK etc, Web development","Emacs / haskell-mode, Leksah, Command line REPL","C++, Python","Clojure, Common Lisp, F#",2,3,4,4,4,3,3,4,4,4,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,"For me it's harder to debug than C/C++, but also the kinds of mistakes I make are different.
Therefore I don't know if that comparison is really fair; segfaults practically do not happen
(except some times when using gtk2hs in very wrong ways),
what remains are the logic errors which are harder to find anyway.
However, I think that a good debugger that lets me step through a program /quickly and
comfortably/ would be a great help. The interface that Leksah provides is a good start, I think... wish I were already better at Haskell so I could make a real contribution here, 
but I guess I still have too much to learn.

All in all, after a year or so of learning Haskell in my (scarce) spare time, I still have to
say it's the language with the nicest syntax and some of the coolest features I have seen so far in my computing career of about 25 years (if you also count C64 times ;) ).

Keep going, Haskell, you're way cooler than most others!

",4
7/18/2011 23:53:32,1 year,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,Open source projects,"Emacs / haskell-mode, yi","Common Lisp, Java","Erlang, Scala",3,3,4,3,5,4,3,5,3,3,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",1,,3
7/19/2011 0:01:36,5+ years,,"I'm just tinkering., I use it for my studies.",,,Math / data analysis,"vi, Command line REPL",Python,"Erlang, O'Caml, Python",2,,,,,,3,4,4,3,5,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,"The module and record systems are very basic; especially, it's impossible to hide class instances (without hiding the class itself) or choose among different ones.",4
7/19/2011 0:17:23,2 years,,I'm just tinkering.,,I don't use Haskell at work,Open source projects,Emacs / haskell-mode,Ruby,C++,3,1,3,3,3,2,4,3,3,2,4,Better static analysis tools (e.g. linters),1,"No big, successful Open Source projects.  Such a beast would need internationalisation, a GUI, good documentation, a decent build system etc and could then be the 'baseline' project with which others could compare themselves, like the Gimp was for Gnome, or maybe Rails was with Ruby.  ",4
7/19/2011 0:29:01,5+ years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Commercial products, Commercial services, RDBMS programming","Leksah, TextMate",Java,Scala,1,2,3,3,3,2,2,4,3,2,5,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",2,"Lack of a decent IDE.  Leksah is the closest yet, but if you compare Haskell to other languages with good commercial penetration, it's a glaring omission.  The IDE should be cross-platform and offer a single integration point for all Haskell's development tools, which I hope will continue to improve.  

Personally, I love that Haskell remains a research language, but I also need to know what the 'stable/trusted subset' is in order to be confident about deploying those features.  I want at least this subset to be supported by productivity tools that I can use reliably in a commercial software development environment.

As noted and clearly in the mind of this survey's author, reasoning about space and time is the single most tricky thing when programming in a lazy FL.  I can wax lyrical as much as anyone else about the representational benefits of Haskell and indeed all the robust compile-time type checking, but runtime performance _can_ be the thorn in the flesh.  
",3
7/19/2011 0:34:09,4 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,It's endorsed and used in non-production activities,"Gaming, Graphics / art, Open source projects, Compilers / interpreters","vi, Command line REPL","C, C++, Python","O'Caml, Python, Scala",5,2,4,4,4,5,5,4,4,5,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,,5
7/19/2011 2:17:02,1 year,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Compilers / interpreters","vi, Notepad++",Java,Scheme,2,3,3,3,3,3,3,5,4,4,4,Better library documentation (e.g. documented strictness properties),3,,2
7/19/2011 2:40:22,2 years,,"I'm just tinkering., I use it for my studies.",,I don't use Haskell at work,,Emacs / haskell-mode,Javascript,O'Caml,3,,,,,,3,4,3,4,4,,2,,3
7/19/2011 3:39:29,Months,,I'm just tinkering.,,,Math / data analysis,Geany,"Perl, Matlab",Scheme,2,2,4,3,,3,3,3,4,4,3,,2,,2
7/19/2011 4:26:49,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"""Big Data"": Hadoop etc, Math / data analysis, Open source projects",Emacs / haskell-mode,"Javascript, Ruby","Clojure, Erlang, O'Caml",3,4,4,3,5,4,2,1,5,3,3,Better run-time analysis tools (e.g. profilers),4,,5
7/19/2011 4:55:41,Months,,I use it at work.,,It's endorsed and used in production applications,Math / data analysis,vi,Python,"F#, Scala",1,2,4,2,3,3,2,3,3,4,5,Better run-time analysis tools (e.g. profilers),2,"Many libraries are not so obvious easy to use, that it can justify the lack of documentation. I often miss at minimum just one or 2 examples in extend to the API documentation... ",3
7/19/2011 5:48:12,2 years,,I use it at work.,,"I'm lobbying to have it be ""endorsed""","Math / data analysis, Finance",Emacs / haskell-mode,"O'Caml, R, Smalltalk","O'Caml, R, Scala, Smalltalk",4,,4,4,4,4,4,5,4,4,3,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",3,It needs a port of some of the main statistical and econometric functions of R.,3
7/19/2011 5:48:59,1 year,,"I use it for serious ""hobby"" projects., I use it for my studies.",,,"Open source projects, Thick clients: GTK etc, Web development, Compilers / interpreters",Emacs / haskell-mode,C++,"F#, O'Caml",2,2,4,4,4,4,4,4,3,3,2,"Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",4,"Reasoning about strictness is often difficult, but even finding simple problems like circular computations that trigger <<loop>> exceptions in the runtime system and similar exceptions are hard to trace to a particular source.  +RTS -xc -RTS helps, but is often not very precise.  Debugging tools to make this easier would be the most useful improvement for me (or a more robust GHCi that won't choke on unusual projects).",4
7/19/2011 6:09:58,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Commercial products, Gaming, Math / data analysis, Open source projects, Embedded, Compilers / interpreters","Emacs / haskell-mode, Command line REPL",Scheme,SML,3,1,4,3,4,4,4,3,4,3,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,"The package/build-management system should be on par with Apache Maven, and the large numbers of libraries that duplicate functionality need to be curated to point out the best choices.",4
7/19/2011 6:49:54,3 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Graphics / art, Math / data analysis",vi,C#,F#,3,4,4,4,3,4,4,5,3,3,1,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",4,,3
7/19/2011 7:19:37,Months,,I'm just tinkering.,,I don't use Haskell at work,,"vi, Command line REPL",Python,Python,4,4,4,5,4,4,4,4,4,4,3,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",4,,3
7/19/2011 8:23:50,3 years,,I use it at work.,,"I'm lobbying to have it be ""endorsed""","""Big Data"": Hadoop etc, Graphics / art, Math / data analysis, System administration, Web development",Emacs / haskell-mode,"C, O'Caml","C, Clojure, Common Lisp, O'Caml",1,3,4,3,3,3,2,4,2,2,4,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,"haskell98 is a toy language. haskell2010 was disillusion.
In practice every package in HackageDB utilize many
language extensions beyond the above standards.
Lack of good and up-to-date documentation of these
extensions forbids us to lobby Haskell more aggressively.
But are there good packages too!



",3
7/19/2011 9:14:42,Just started,,I'm just tinkering.,,I don't use Haskell at work,"""NoSQL"" usage, Learning FP",Leksah,"Java, Ruby, Scala","Clojure, Scala",4,2,4,4,4,4,4,4,5,4,3,Better run-time analysis tools (e.g. profilers),2,,5
7/19/2011 9:46:26,5+ years,,I use it at work.,,It's endorsed and used in non-production activities,Finance,vi,"C++, O'Caml","C#, F#, O'Caml",3,2,3,3,2,3,3,4,3,3,5,"dynamic stac access, breakpoint on dynamic stack size; dynamic stack size statistics",2,,3
7/19/2011 9:53:48,3 years,,"I use it for serious ""hobby"" projects.",,,"Open source projects, Web development, Text processing",vi,Ruby,Clojure,2,2,4,3,4,3,4,4,2,3,2,Better run-time analysis tools (e.g. profilers),3,,4
7/19/2011 11:08:05,5+ years,,"I use it for my studies., I use it at work.",,It's endorsed and used in non-production activities,"Math / data analysis, Open source projects, Finance, Compilers / interpreters","Emacs / haskell-mode, Gedit",C,F#,4,3,4,5,4,4,4,4,3,3,2,Better run-time analysis tools (e.g. profilers),2,,4
7/19/2011 11:09:32,5+ years,,"I use it for serious ""hobby"" projects.",,It's endorsed and used in production applications,"Finance, Compilers / interpreters",Emacs / haskell-mode,F#,F#,,,,,,,,4,2,2,5,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",2,Debugging,3
7/19/2011 11:32:13,4 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"""Big Data"": Hadoop etc, Open source projects, Web development",vi,"Java, Javascript, Ruby",Scala,3,3,4,2,3,2,3,5,3,2,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,4
7/19/2011 11:46:34,3 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Compilers / interpreters, Scripting","Emacs / haskell-mode, vi, Command line REPL",C#,"F#, Scala",3,3,4,2,3,3,3,4,2,2,3,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",2,The lack of a broader standard library.,3
7/19/2011 13:52:33,Just started,,I'm just tinkering.,,I don't use Haskell at work,Gaming,"vi, Command line REPL","C++, Erlang, Python","Clojure, Erlang, Scala",4,4,4,3,4,4,2,4,4,4,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",3,,4
7/19/2011 13:53:28,Weeks,,"I use it for serious ""hobby"" projects.",,It's endorsed and used in production applications,"Math / data analysis, Open source projects",Gedit,"C, C++",C++,5,5,5,3,4,3,5,4,4,2,1,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,"i think haskell is a very good langauge, but  i would change the specific use on Ubuntu, because i had very much problems, i wish, that more people do haskell and i wish me a permanent haskkell platform, or a forum.
If i see that someone descriminate me, i have to say:
I have a lot of guns
And i can shoot them good
I'm a man of high society
A boy from the Hood.

My friend Sergay kills YOU!!!",5
7/19/2011 14:13:08,3 years,,I use it at work.,,It's endorsed and used in production applications,Open source projects,Emacs / haskell-mode,O'Caml,Scala,3,3,3,3,3,1,3,3,3,4,5,Better run-time analysis tools (e.g. profilers),2,Packaging system doesn't allow binaries to use a library that is part of the package.,4
7/19/2011 14:52:46,5+ years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Open source projects, Compilers / interpreters","Emacs / haskell-mode, yi, Command line REPL",,"O'Caml, Scala",3,2,4,4,,3,3,4,3,2,3,,2,,4
7/19/2011 16:39:46,5+ years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it at work.",,It's used secretly,"Commercial services, Math / data analysis, Open source projects, RDBMS programming, System administration, Web development","vi, Command line REPL","C, C++","Common Lisp, Scheme",2,2,3,4,4,4,3,2,3,2,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,"New version/generation of Hackage is desperately needed.

Too many string-like types. Abstraction over them that would provide stable and practical API would be nice. Change String from type to class?

I'd realy like to see Functor (=> Pointed) => Applicative => Monad one day.",4
7/19/2011 17:03:49,5+ years,,I use it at work.,,It's endorsed and used in production applications,"Math / data analysis, Open source projects, System administration, Web development, Compilers / interpreters",Emacs / haskell-mode,Miranda,Scala,2,2,4,3,3,2,2,4,3,2,4,Better library documentation (e.g. documented strictness properties),1,"Too mnay libraries, which are not all well documented and difficiult to compare. versioning problems.",2
7/19/2011 17:05:56,1 year,,I use it at work.,,It's endorsed and used in non-production activities,Math / data analysis,vi,C++,F#,2,3,4,3,3,4,4,4,4,4,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,Initial hurdle to learn and appreciate concepts such as Monads,3
7/19/2011 17:16:30,5+ years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,Gaming,Kate,"Java, Python","F#, O'Caml, Scala",2,3,4,4,4,5,5,3,5,5,4,Support for strict data types (or strictness by default),4,"The complexity of the monad type class. It's a very essential concept to Haskell, but it's not easy to understand. (Once you understand it, it's immensely useful, but getting there is hard.)
",5
7/19/2011 17:25:28,Months,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Network programming, Open source projects","Emacs / haskell-mode, Leksah","C, Java, Python",F#,4,4,4,3,4,2,3,4,3,3,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,,5
7/19/2011 17:44:22,2 years,,I'm just tinkering.,,I don't use Haskell at work,"Math / data analysis, Compilers / interpreters",JEdit,Java,Scala,3,3,3,3,4,3,3,4,4,3,4,Better run-time analysis tools (e.g. profilers),3,"Compiler errors are unfriendly (especially for a newbie)
Lack of reflection/only being able to derive system type classes. Show et al should not be special. I implemented Data for a type with lots (>100) of Data constructors, resulted in a large amount of boilerplate code.",4
7/19/2011 21:06:33,1 year,,"I'm just tinkering., I use it for my studies.",,,"Network programming, Open source projects",Emacs / haskell-mode,"C++, R","C++, R",5,5,5,5,4,5,3,4,4,5,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,Availability of instruction to go from beginner to intermediate,4
7/19/2011 21:10:26,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's used secretly,"System administration, Web development, Parsing and data generation",vi,"C, C++","Clojure, F#, Javascript, Scala",3,2,5,4,4,2,5,4,4,3,4,Better library documentation (e.g. documented strictness properties),3,"Finding packages, installing packages, and updating installed packages.

Overall: cabal/cabal-install is not up to the challenge (yet)
cabal-dev is a nice approach, but a bit intrusive and still borks in certain use cases",4
7/19/2011 21:18:21,5+ years,,I'm just tinkering.,,I don't use Haskell at work,toy problems,vi,"Java, Python","Clojure, O'Caml",,,,,,,,,,,,,,,
7/19/2011 21:28:11,5+ years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Gaming, Math / data analysis, Web development, Finance","Command line REPL, WinGHCi",Perl,Factor,3,3,3,2,4,2,4,4,3,5,2,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",3,,4
7/19/2011 22:04:20,2 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Math / data analysis, Open source projects, Web development, Compilers / interpreters, build tools",,,,,,,,,,,,,,,,,,
7/19/2011 22:10:57,2 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Math / data analysis, Network programming, Open source projects, Web development, Compilers / interpreters, build tools",Emacs / haskell-mode,Java,"Java, Javascript",1,1,,2,2,1,1,4,2,1,4,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",1,"development environment tools / infrastructure are a huge hole, but there is also a serious problem with respect to hackage security and identifying reliable packages.  It is too hard to find out what packages/libraries are stable and maintained, and it is too easy for a malicious user to inject code into existing libraries on hackage.",3
7/19/2011 22:37:50,3 years,,I'm just tinkering.,,I don't use Haskell at work,"Gaming, Graphics / art, Math / data analysis, Web development",Emacs / haskell-mode,C++,O'Caml,2,4,4,3,2,3,3,3,4,4,4,Better library documentation (e.g. documented strictness properties),2,,5
7/19/2011 23:54:52,3 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,,Open source projects,Kate,SML,"Python, sml",,,,,,,,4,3,3,,,3,"The type system is the biggest strength compare to other languages, because it imposes a discipline that creates almost bug-free implementations. But it is also the biggest weakness, because it enforces odd compromises. Besides, the mix of type classes with types is awkward and unnatural.",3
7/20/2011 1:45:50,Just started,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"""NoSQL"" usage, Network programming, Open source projects, Web development, Finance",vi,"C++, Java, Python, Ruby","Clojure, Erlang, Go, Scala",3,3,3,3,3,3,3,3,3,3,3,,3,"some kick-ass IDE would help..  in ruby i dont want/need such, but with haskell's hardcore typing tradition i think it would suit really well.",3
7/20/2011 3:02:15,5+ years,,I use it at work.,,It's endorsed and used in production applications,"Commercial services, Open source projects, Compilers / interpreters","Emacs / haskell-mode, Command line REPL","C, C++",O'Caml,3,,3,2,2,3,2,4,4,1,4,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",1,"Instability (as Haskell = GHC, for all intents and purposes) due to GHC being a research platform.",2
7/20/2011 3:58:05,1 year,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Network programming, Open source projects",Emacs / haskell-mode,"C, C++, Python",O'Caml,2,1,4,3,4,2,3,3,3,4,4,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",4,"The quality of 3rd party libraries. Evolving hackage seems to be a good solution to the problem. Integrating testing reports, establishing a process to adopt orphan libraries and such may help improving this.",3
7/20/2011 4:43:26,Months,,"I'm just tinkering., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Compilers / interpreters",Emacs / haskell-mode,Clojure,Clojure,3,3,5,4,4,3,4,4,4,3,2,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,,5
7/20/2011 8:01:38,4 years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Math / data analysis, Network programming, Web development, Compilers / interpreters",vi,"C, C++, Javascript, Python",Python,4,4,3,4,3,3,3,5,4,4,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,,4
7/20/2011 8:38:20,3 years,,I'm just tinkering.,,,"Commercial products, Commercial services, Math / data analysis, Open source projects, System administration, Web development",vi,"C++, Java, Python","Javascript, Python, Scala",4,3,3,2,3,3,3,3,3,3,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",,"No any real life big project (product) that would promote Haskell.
",3
7/20/2011 9:28:57,2 years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,Math / data analysis,"Emacs / haskell-mode, TextMate",Python,Erlang,2,4,4,3,2,3,2,5,4,3,5,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,It still suffers from an academic mindset in it's community that puts more practically minded people off / creates a larger barrier to entry than necessary.,3
7/20/2011 9:52:46,Just started,,I'm just tinkering.,,I don't use Haskell at work,"Network programming, Open source projects, RDBMS programming, System administration, Web development, Embedded","Emacs / haskell-mode, vi, Command line REPL","C, Python","D, F#, O'Caml",2,3,3,3,3,1,2,4,3,4,4,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",2,,3
7/20/2011 10:07:44,2 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's used secretly,"Math / data analysis, Open source projects",vi,"C, C++, Prolog, Python, Ruby","C, C++, D, Prolog, Ruby",4,3,2,2,4,3,4,3,4,3,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,"Reasoning about performance in a lazy evaluation regime, together with a lack of strict functions in common libraries and laziness/strictness documentation.",3
7/20/2011 12:52:28,3 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Commercial services, Web page analysis.",vi,Python,Python,5,3,4,4,4,5,5,5,4,4,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",5,,4
7/20/2011 12:58:29,5+ years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,"I'm lobbying to have it be ""endorsed""","Open source projects, Web development","Emacs / haskell-mode, Command line REPL","C, C++, O'Caml, Python, Scheme","Clojure, Common Lisp, Python, Ruby, Scala",5,3,4,3,4,4,3,4,3,3,2,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,Portability: eg no ARM support.  Also incompatibilities of hackages wrt to dependencies and API.  Platform is too narrow and gradually getting out of date.  And the String datatype...,3
